16/03/2017;9,1588
17/03/2017;9,1023
20/03/2017;9,1278
21/03/2017;9,1253
22/03/2017;9,1463
23/03/2017;9,1478
24/03/2017;9,1793
27/03/2017;9,2188
28/03/2017;9,238
29/03/2017;9,1908
30/03/2017;9,1695
31/03/2017;9,1683
03/04/2017;9,1468
04/04/2017;9,179
05/04/2017;9,1665
06/04/2017;9,1688
07/04/2017;9,1583
10/04/2017;9,1443
11/04/2017;9,1245
12/04/2017;9,1035
18/04/2017;9,1093
19/04/2017;9,1528
20/04/2017;9,212
21/04/2017;9,2478
24/04/2017;9,245
25/04/2017;9,3158
26/04/2017;9,3485
27/04/2017;9,3367
28/04/2017;9,3243
02/05/2017;9,378
03/05/2017;9,3878
04/05/2017;9,4803
05/05/2017;9,5023
08/05/2017;9,4465
09/05/2017;9,4138
10/05/2017;9,4435
11/05/2017;9,333
12/05/2017;9,3665
15/05/2017;9,3325
16/05/2017;9,3918
18/05/2017;9,4113
19/05/2017;9,3923
22/05/2017;9,3723
23/05/2017;9,376
24/05/2017;9,3843
26/05/2017;9,4018
29/05/2017;9,4065
30/05/2017;9,4398
31/05/2017;9,4388
01/06/2017;9,4895
02/06/2017;9,4918
06/06/2017;9,5158
07/06/2017;9,5023
08/06/2017;9,5233
09/06/2017;9,5218
12/06/2017;9,4985
13/06/2017;9,454
14/06/2017;9,414
15/06/2017;9,4718
16/06/2017;9,4615
19/06/2017;9,4518
20/06/2017;9,493
21/06/2017;9,5158
22/06/2017;9,4855
23/06/2017;9,4613
26/06/2017;9,4788
27/06/2017;9,52
28/06/2017;9,602
29/06/2017;9,57
30/06/2017;9,5713
03/07/2017;9,5065
04/07/2017;9,485
05/07/2017;9,4965
06/07/2017;9,5298
07/07/2017;9,5613
10/07/2017;9,5165
11/07/2017;9,512
12/07/2017;9,4688
13/07/2017;9,4518
14/07/2017;9,3843
17/07/2017;9,3558
18/07/2017;9,3065
19/07/2017;9,3018
20/07/2017;9,3
21/07/2017;9,3315
24/07/2017;9,3525
25/07/2017;9,3035
26/07/2017;9,2893
27/07/2017;9,2978
28/07/2017;9,3195
31/07/2017;9,305
01/08/2017;9,3343
02/08/2017;9,3505
03/08/2017;9,3768
04/08/2017;9,3618
07/08/2017;9,38
08/08/2017;9,3225
09/08/2017;9,3398
10/08/2017;9,3355
11/08/2017;9,3975
14/08/2017;9,3478
15/08/2017;9,3538
16/08/2017;9,3115
17/08/2017;9,3243
18/08/2017;9,3183
21/08/2017;9,2903
22/08/2017;9,3023
23/08/2017;9,313
24/08/2017;9,2585
25/08/2017;9,2278
28/08/2017;9,262
29/08/2017;9,2915
30/08/2017;9,2845
31/08/2017;9,279
01/09/2017;9,2555
04/09/2017;9,2933
05/09/2017;9,2788
06/09/2017;9,2765
07/09/2017;9,2938
08/09/2017;9,3093
11/09/2017;9,371
12/09/2017;9,3593
13/09/2017;9,3983
14/09/2017;9,395
15/09/2017;9,3348
18/09/2017;9,341
19/09/2017;9,342
20/09/2017;9,344
21/09/2017;9,3025
22/09/2017;9,3193
25/09/2017;9,2725
26/09/2017;9,2843
27/09/2017;9,3355
28/09/2017;9,3575
29/09/2017;9,4125
02/10/2017;9,377
03/10/2017;9,3885
04/10/2017;9,3533
05/10/2017;9,35
06/10/2017;9,372
09/10/2017;9,3788
10/10/2017;9,3745
11/10/2017;9,379
12/10/2017;9,3601
13/10/2017;9,339
16/10/2017;9,3133
17/10/2017;9,326
18/10/2017;9,3575
19/10/2017;9,419
20/10/2017;9,4145
23/10/2017;9,3883
24/10/2017;9,3883
25/10/2017;9,4383
26/10/2017;9,4865
27/10/2017;9,5348
30/10/2017;9,484
31/10/2017;9,5238
01/11/2017;9,461
02/11/2017;9,4838
03/11/2017;9,4843
06/11/2017;9,438
07/11/2017;9,4543
08/11/2017;9,473
09/11/2017;9,4535
10/11/2017;9,456
13/11/2017;9,4913
14/11/2017;9,5923
15/11/2017;9,751
16/11/2017;9,6553
17/11/2017;9,7163
20/11/2017;9,7298
21/11/2017;9,689
22/11/2017;9,6723
23/11/2017;9,6393
24/11/2017;9,6608
27/11/2017;9,7533
28/11/2017;9,745
29/11/2017;9,741
30/11/2017;9,8398
01/12/2017;9,8753
04/12/2017;9,8668
05/12/2017;9,8228
06/12/2017;9,7575
07/12/2017;9,7503
08/12/2017;9,7665
11/12/2017;9,8825
12/12/2017;9,8245
13/12/2017;9,8253
14/12/2017;9,7783
15/12/2017;9,7828
18/12/2017;9,8573
19/12/2017;9,8875
20/12/2017;9,8683
21/12/2017;9,9738
22/12/2017;9,8963
27/12/2017;9,8605
28/12/2017;9,867
29/12/2017;9,8403
02/01/2018;9,7748
03/01/2018;9,744
04/01/2018;9,7655
05/01/2018;9,7418
08/01/2018;9,6783
09/01/2018;9,6715
10/01/2018;9,6448
11/01/2018;9,6735
12/01/2018;9,659
15/01/2018;9,6708
16/01/2018;9,6308
17/01/2018;9,622
18/01/2018;9,6013
19/01/2018;9,6243
22/01/2018;9,6223
23/01/2018;9,638
24/01/2018;9,6275
25/01/2018;9,5858
26/01/2018;9,5655
29/01/2018;9,5548
30/01/2018;9,5628
31/01/2018;9,562
01/02/2018;9,5705
02/02/2018;9,5663
05/02/2018;9,6108
06/02/2018;9,7005
07/02/2018;9,6618
08/02/2018;9,686
09/02/2018;9,7983
12/02/2018;9,7475
13/02/2018;9,7418
14/02/2018;9,7148
15/02/2018;9,735
16/02/2018;9,681
19/02/2018;9,6575
20/02/2018;9,6683
21/02/2018;9,642
22/02/2018;9,6893
23/02/2018;9,677
26/02/2018;9,6303
27/02/2018;9,629
28/02/2018;9,6153
01/03/2018;9,66
02/03/2018;9,6178
05/03/2018;9,6335
06/03/2018;9,613
07/03/2018;9,6775
08/03/2018;9,7135
09/03/2018;9,5948
12/03/2018;9,5645
13/03/2018;9,5808
14/03/2018;9,5728
15/03/2018;9,5078
16/03/2018;9,491
19/03/2018;9,5205
20/03/2018;9,4863
21/03/2018;9,5028
22/03/2018;9,5308
23/03/2018;9,5715
26/03/2018;9,5613
27/03/2018;9,5603
28/03/2018;9,6423
03/04/2018;9,6338
04/04/2018;9,6345
05/04/2018;9,5875
06/04/2018;9,586
09/04/2018;9,5883
10/04/2018;9,647
11/04/2018;9,6213
12/04/2018;9,5973
13/04/2018;9,5643
16/04/2018;9,595
17/04/2018;9,598
18/04/2018;9,6095
19/04/2018;9,5825
20/04/2018;9,605
23/04/2018;9,6258
24/04/2018;9,629
25/04/2018;9,705
26/04/2018;9,6735
27/04/2018;9,659
30/04/2018;9,662
02/05/2018;9,6958
03/05/2018;9,6465
04/05/2018;9,644
07/05/2018;9,619
08/05/2018;9,6233
09/05/2018;9,6045
11/05/2018;9,5425
14/05/2018;9,5653
15/05/2018;9,5673
16/05/2018;9,5715
18/05/2018;9,5773
22/05/2018;9,49
23/05/2018;9,5063
24/05/2018;9,481
25/05/2018;9,4888
28/05/2018;9,5113
29/05/2018;9,5618
30/05/2018;9,5463
31/05/2018;9,5375
01/06/2018;9,5323
04/06/2018;9,503
05/06/2018;9,5008
06/06/2018;9,5238
07/06/2018;9,5013
08/06/2018;9,5085
11/06/2018;9,5013
12/06/2018;9,4435
13/06/2018;9,4373
14/06/2018;9,4268
15/06/2018;9,432
18/06/2018;9,434
19/06/2018;9,4895
20/06/2018;9,4693
21/06/2018;9,4253
22/06/2018;9,4328
25/06/2018;9,4703
26/06/2018;9,4718
27/06/2018;9,4785
28/06/2018;9,474
29/06/2018;9,5115
02/07/2018;9,5015
03/07/2018;9,4655
04/07/2018;9,4433
05/07/2018;9,441
06/07/2018;9,4425
09/07/2018;9,4218
10/07/2018;9,4145
11/07/2018;9,4458
12/07/2018;9,4443
13/07/2018;9,483
16/07/2018;9,479
17/07/2018;9,4875
18/07/2018;9,5023
19/07/2018;9,5763
20/07/2018;9,5905
23/07/2018;9,5533
24/07/2018;9,5605
25/07/2018;9,5485
26/07/2018;9,5455
27/07/2018;9,5358
30/07/2018;9,529
31/07/2018;9,5338
01/08/2018;9,538
02/08/2018;9,546
03/08/2018;9,541
06/08/2018;9,5325
07/08/2018;9,5003
08/08/2018;9,5303
09/08/2018;9,5443
10/08/2018;9,533
13/08/2018;9,5295
14/08/2018;9,5275
15/08/2018;9,5508
16/08/2018;9,613
17/08/2018;9,6795
20/08/2018;9,672
21/08/2018;9,705
22/08/2018;9,6808
23/08/2018;9,6483
24/08/2018;9,6938
27/08/2018;9,6988
28/08/2018;9,7243
29/08/2018;9,7475
30/08/2018;9,72
31/08/2018;9,7148
03/09/2018;9,702
04/09/2018;9,717
05/09/2018;9,7485
06/09/2018;9,776
07/09/2018;9,7745
10/09/2018;9,703
11/09/2018;9,679
12/09/2018;9,6328
13/09/2018;9,573
14/09/2018;9,6245
17/09/2018;9,562
18/09/2018;9,5473
19/09/2018;9,547
20/09/2018;9,5885
21/09/2018;9,5793
24/09/2018;9,5693
25/09/2018;9,5713
26/09/2018;9,5465
27/09/2018;9,5015
28/09/2018;9,4665
01/10/2018;9,4465
02/10/2018;9,4393
03/10/2018;9,4443
04/10/2018;9,4643
05/10/2018;9,5133
08/10/2018;9,5083
09/10/2018;9,4915
10/10/2018;9,4468
11/10/2018;9,5063
12/10/2018;9,4675
15/10/2018;9,4598
16/10/2018;9,4198
17/10/2018;9,4293
18/10/2018;9,4598
19/10/2018;9,4518
22/10/2018;9,4688
23/10/2018;9,5053
24/10/2018;9,4868
25/10/2018;9,4898
26/10/2018;9,516
29/10/2018;9,513
30/10/2018;9,5435
31/10/2018;9,5528
01/11/2018;9,515
02/11/2018;9,5143
05/11/2018;9,524
06/11/2018;9,5448
07/11/2018;9,5328
08/11/2018;9,5078
09/11/2018;9,5418
12/11/2018;9,5378
13/11/2018;9,5563
14/11/2018;9,599
15/11/2018;9,6028
16/11/2018;9,6118
19/11/2018;9,6493
20/11/2018;9,7135
21/11/2018;9,729
22/11/2018;9,7398
23/11/2018;9,7365
26/11/2018;9,729
27/11/2018;9,7325
28/11/2018;9,7085
29/11/2018;9,7318
30/11/2018;9,74
03/12/2018;9,6893
04/12/2018;9,6473
05/12/2018;9,648
06/12/2018;9,7028
07/12/2018;9,697
10/12/2018;9,6885
11/12/2018;9,7038
12/12/2018;9,7265
13/12/2018;9,7388
14/12/2018;9,7235
17/12/2018;9,7838
18/12/2018;9,8835
19/12/2018;9,9375
20/12/2018;9,897
21/12/2018;9,9428
27/12/2018;9,9698
28/12/2018;9,9738
31/12/2018;9,9483
02/01/2019;9,9108
03/01/2019;9,9113
04/01/2019;9,8648
07/01/2019;9,8018
08/01/2019;9,775
09/01/2019;9,7668
10/01/2019;9,7493
11/01/2019;9,7578
14/01/2019;9,7868
15/01/2019;9,7615
16/01/2019;9,7358
17/01/2019;9,758
18/01/2019;9,7218
21/01/2019;9,7438
22/01/2019;9,7628
23/01/2019;9,7563
24/01/2019;9,7278
25/01/2019;9,7045
28/01/2019;9,732
29/01/2019;9,7035
30/01/2019;9,6938
31/01/2019;9,6623
01/02/2019;9,6685
04/02/2019;9,703
05/02/2019;9,6783
06/02/2019;9,6918
07/02/2019;9,7253
08/02/2019;9,7693
11/02/2019;9,819
12/02/2019;9,795
13/02/2019;9,761
14/02/2019;9,7585
15/02/2019;9,769
18/02/2019;9,7508
19/02/2019;9,746
20/02/2019;9,7335
21/02/2019;9,7808
22/02/2019;9,7643
25/02/2019;9,762
26/02/2019;9,7725
27/02/2019;9,7123
28/02/2019;9,7268
01/03/2019;9,7268
04/03/2019;9,7633
05/03/2019;9,8023
06/03/2019;9,804
07/03/2019;9,786
08/03/2019;9,8733
11/03/2019;9,77
12/03/2019;9,7365
13/03/2019;9,7245
14/03/2019;9,7155
15/03/2019;9,688
18/03/2019;9,672
19/03/2019;9,6745
20/03/2019;9,6915
21/03/2019;9,6178
22/03/2019;9,6423
25/03/2019;9,659
26/03/2019;9,6398
27/03/2019;9,695
28/03/2019;9,738
29/03/2019;9,659
01/04/2019;9,638
02/04/2019;9,6445
03/04/2019;9,6218
04/04/2019;9,6308
05/04/2019;9,661
08/04/2019;9,6305
09/04/2019;9,619
10/04/2019;9,5895
11/04/2019;9,5885
12/04/2019;9,602
15/04/2019;9,6018
16/04/2019;9,5869
17/04/2019;9,5778
23/04/2019;9,5845
24/04/2019;9,607
25/04/2019;9,6638
26/04/2019;9,6653
29/04/2019;9,6883
30/04/2019;9,6678
02/05/2019;9,745
03/05/2019;9,7783
06/05/2019;9,7905
07/05/2019;9,7605
08/05/2019;9,8285
